date,last7DaysRegistration_female,last7DaysRegistration_male,last7DaysRegistration_others,last7DaysRegistration_total,registration_female,registration_flwAndHcw,registration_male,registration_online,registration_onspot,registration_others,registration_today,registration_total,sessions_govt,sessions_pvt,sessions_today,sessions_total,sites_govt,sites_pvt,sites_today,sites_total,registration_cit_18_45,registration_cit_45_above
2021-03-24,"[886760, 946414, 1139813, 1114965, 307782, 1277874, 1024548]","[963769, 1090537, 1213147, 1155349, 300116, 1342960, 1047285]","[228, 244, 296, 221, 107, 313, 208]","[1850757, 2037195, 2353256, 2270535, 608005, 2621147, 2072041]",24207823.0,21638094.0,29739375.0,7965503.0,24351263.0,7650.0,2152311.0,53954860.0,5529873.0,779439.0,,6309312.0,36792.0,5815.0,,42607.0,,
2021-03-23,"[908617, 886760, 946414, 1139813, 1114965, 307782, 1277874]","[1002535, 963769, 1090537, 1213147, 1155349, 300116, 1342960]","[299, 228, 244, 296, 221, 107, 313]","[1911451, 1850757, 2037195, 2353256, 2270535, 608005, 2621147]",23139105.0,21477621.0,28637477.0,7743270.0,22563093.0,7390.0,2053476.0,51783984.0,5560015.0,765651.0,,6325666.0,36847.0,5767.0,,42614.0,,
2021-03-22,"[1145173, 908617, 886760, 946414, 1139813, 1114965, 307782]","[1272155, 1002535, 963769, 1090537, 1213147, 1155349, 300116]","[346, 299, 228, 244, 296, 221, 107]","[2417674, 1911451, 1850757, 2037195, 2353256, 2270535, 608005]",22052520.0,21301669.0,27527528.0,7524770.0,20760786.0,7165.0,2477864.0,49587225.0,6652441.0,806360.0,,7458801.0,43933.0,5944.0,,49877.0,,
2021-03-21,"[165767, 1145173, 908617, 886760, 946414, 1139813, 1114965]","[173753, 1272155, 1002535, 963769, 1090537, 1213147, 1155349]","[84, 346, 299, 228, 244, 296, 221]","[339604, 2417674, 1911451, 1850757, 2037195, 2353256, 2270535]",20837750.0,21111686.0,26248320.0,7341145.0,18640117.0,6866.0,591592.0,47092948.0,1660381.0,259140.0,,1919521.0,11918.0,1974.0,,13892.0,,
2021-03-20,"[683222, 165767, 1145173, 908617, 886760, 946414, 1139813]","[755398, 173753, 1272155, 1002535, 963769, 1090537, 1213147]","[186, 84, 346, 299, 228, 244, 296]","[1438806, 339604, 2417674, 1911451, 1850757, 2037195, 2353256]",20378891.0,21050314.0,25796130.0,7198852.0,17932595.0,6728.0,1950940.0,46181761.0,5633376.0,837270.0,,6470646.0,36326.0,5852.0,,42178.0,,
2021-03-19,"[828858, 683222, 165767, 1145173, 908617, 886760, 946414]","[986069, 755398, 173753, 1272155, 1002535, 963769, 1090537]","[233, 186, 84, 346, 299, 228, 244]","[1815160, 1438806, 339604, 2417674, 1911451, 1850757, 2037195]",19288651.0,20857457.0,24662099.0,6984099.0,16115707.0,6501.0,2079698.0,43957263.0,5587384.0,798490.0,,6385874.0,35850.0,5775.0,,41625.0,,
2021-03-18,"[278550, 828858, 683222, 165767, 1145173, 908617, 886760]","[314974, 986069, 755398, 173753, 1272155, 1002535, 963769]","[107, 233, 186, 84, 346, 299, 228]","[593631, 1815160, 1438806, 339604, 2417674, 1911451, 1850757]",18209473.0,20668655.0,23505236.0,6767057.0,14285230.0,6221.0,1880572.0,41720942.0,5045081.0,835775.0,,5880856.0,32418.0,5790.0,,38208.0,,
2021-03-17,"[568965, 278550, 828858, 683222, 165767, 1145173, 908617]","[656361, 314974, 986069, 755398, 173753, 1272155, 1002535]","[214, 107, 233, 186, 84, 346, 299]","[1225540, 593631, 1815160, 1438806, 339604, 2417674, 1911451]",17296173.0,20463112.0,22454946.0,6540885.0,12753121.0,5987.0,1767505.0,39757118.0,4360258.0,823055.0,,5183313.0,26164.0,5643.0,,31807.0,,
2021-03-16,"[431370, 430842, 158574, 692438, 549316, 71366, 996121]","[504920, 505897, 186435, 837799, 614446, 77058, 1113505]","[103, 105, 31, 144, 94, 8, 216]","[936393, 936844, 345040, 1530381, 1163856, 148432, 2109842]",14690402.0,20555280.0,19698608.0,1668661.0,12169671.0,4590.0,1582967.0,34393612.0,4568814.0,797865.0,,5366679.0,28263.0,5623.0,,33886.0,,
2021-03-15,"[699391, 431370, 430842, 158574, 692438, 549316, 71366]","[746658, 504920, 505897, 186435, 837799, 614446, 77058]","[170, 103, 105, 31, 144, 94, 8]","[1446219, 936393, 936844, 345040, 1530381, 1163856, 148432]",13868428.0,,18787599.0,,,4401.0,1959637.0,32660440.0,5605263.0,846415.0,,6451678.0,34478.0,5702.0,,40180.0,,
2021-03-14,"[42112, 699391, 431370, 430842, 158574, 692438, 549316]","[52725, 746658, 504920, 505897, 186435, 837799, 614446]","[8, 170, 103, 105, 31, 144, 94]","[94845, 1446219, 936393, 936844, 345040, 1530381, 1163856]",12944102.0,,17750959.0,,,4198.0,146900.0,30699271.0,665145.0,269900.0,,935045.0,4271.0,1792.0,,6063.0,,
2021-03-13,"[898105, 42112, 699391, 431370, 430842, 158574, 692438]","[1069025, 52725, 746658, 504920, 505897, 186435, 837799]","[225, 8, 170, 103, 105, 31, 144]","[1967355, 94845, 1446219, 936393, 936844, 345040, 1530381]",12867654.0,,17669059.0,,,4188.0,1152398.0,30540913.0,3710390.0,790332.0,,4500722.0,22030.0,5373.0,,27403.0,,
2021-03-12,"[446979, 898105, 42112, 699391, 431370, 430842, 158574]","[554364, 1069025, 52725, 746658, 504920, 505897, 186435]","[115, 225, 8, 170, 103, 105, 31]","[1001458, 1967355, 94845, 1446219, 936393, 936844, 345040]",12316098.0,,17051007.0,,,4096.0,1513079.0,29371213.0,4661673.0,767255.0,,5428928.0,29076.0,5413.0,,34489.0,,
2021-03-11,"[342823, 446979, 898105, 42112, 699391, 431370, 430842]","[444744, 554364, 1069025, 52725, 746658, 504920, 505897]","[60, 115, 225, 8, 170, 103, 105]","[787627, 1001458, 1967355, 94845, 1446219, 936393, 936844]",11629810.0,,16220630.0,,,3952.0,341310.0,27854404.0,1494552.0,579755.0,,2074307.0,9738.0,4182.0,,13920.0,,
2021-03-10,"[253398, 342823, 446979, 898105, 42112, 699391, 431370]","[332957, 444744, 554364, 1069025, 52725, 746658, 504920]","[96, 60, 115, 225, 8, 170, 103]","[586451, 787627, 1001458, 1967355, 94845, 1446219, 936393]",11469408.0,,16032197.0,,,3921.0,929288.0,27505538.0,3016231.0,696359.0,,3712590.0,17951.0,4934.0,,22885.0,,
2021-03-09,"[260148, 253398, 342823, 446979, 898105, 42112, 699391]","[340094, 332957, 444744, 554364, 1069025, 52725, 746658]","[119, 96, 60, 115, 225, 8, 170]","[600361, 586451, 787627, 1001458, 1967355, 94845, 1446219]",11037934.0,,15525381.0,,,3814.0,927284.0,26567141.0,2970087.0,662143.0,,3632230.0,17827.0,4735.0,,22562.0,,
2021-03-08,"[538524, 260148, 253398, 342823, 446979, 898105, 42112]","[746111, 340094, 332957, 444744, 554364, 1069025, 52725]","[192, 119, 96, 60, 115, 225, 8]","[1284827, 600361, 586451, 787627, 1001458, 1967355, 94845]",10601395.0,,15016521.0,,,3711.0,1428001.0,25621639.0,4280989.0,670087.0,,4951076.0,25020.0,4711.0,,29731.0,,
